749.18	6833
749.18	7125
749.19	6895
749.19	6887
749.20	6811
749.20	6751
749.21	6860
749.21	7065
749.22	7055
749.22	7043
749.23	6952
749.23	6831
749.24	6697
749.24	6875
749.25	6825
749.25	6714
749.25	6688
749.26	6713
749.26	6632
749.27	6613
749.27	6136
749.28	6416
749.28	6452
749.29	6428
749.29	6423
749.30	6241
749.30	6187
749.31	6080
749.31	6178
749.32	6166
749.32	6135
749.33	6036
749.33	5821
749.34	6002
749.34	5803
749.35	6177
749.35	5855
749.36	5716
749.36	5524
749.36	5700
749.37	5432
749.37	5538
749.38	5505
749.38	5588
749.39	5887
749.39	5321
749.40	5372
749.40	5611
749.41	5463
749.41	5549
749.42	5646
749.42	5472
749.43	5823
749.43	5564
749.44	5718
749.44	5458
749.45	5808
749.45	5715
749.46	5906
749.46	5697
749.47	5862
749.47	5911
749.47	5923
749.48	5998
749.48	5723
749.49	5657
749.49	5874
749.50	6076
749.50	5983
749.51	5843
749.51	5821
749.52	5815
749.52	5844
749.53	5826
749.53	5680
749.54	6016
749.54	6042
749.55	5929
749.55	5924
749.56	5720
749.56	6001
749.57	6080
749.57	5889
749.58	5959
749.58	5951
749.58	6159
749.59	6126
749.59	6024
749.60	6183
749.60	6205
749.61	5837
749.61	6401
749.62	6475
749.62	6254
749.63	5948
749.63	6172
749.64	6121
749.64	6524
749.65	6264
749.65	6487
749.66	6388
749.66	6416
749.67	6464
749.67	6230
749.68	6264
749.68	6409
749.69	6518
749.69	6587
749.69	6584
749.70	6181
749.70	6172
749.71	6320
749.71	6671
749.72	6353
749.72	6335
749.73	6798
749.73	6108
749.74	6594
749.74	6550
749.75	6208
749.75	6692
749.76	6285
749.76	6474
749.77	6594
749.77	6522
749.78	6698
749.78	6578
749.79	6398
749.79	6644
749.80	6734
749.80	6737
749.80	6526
749.81	6697
749.81	6825
749.82	6915
749.82	6575
749.83	6535
749.83	6892
749.84	6830
749.84	6730
749.85	6740
749.85	7134
749.86	6696
749.86	6900
749.87	7046
749.87	7420
749.88	7111
749.88	7238
749.89	7270
749.89	7209
749.90	7358
749.90	7296
749.91	7359
749.91	7268
749.91	7382
749.92	7426
749.92	7568
749.93	7589
749.93	7567
749.94	7537
749.94	7448
749.95	7560
749.95	7543
749.96	7858
749.96	7984
749.97	7651
749.97	7788
749.98	8002
749.98	7845
749.99	8196
749.99	8150
750.00	8178
750.00	8312
750.01	8294
750.01	8503
750.02	8112
750.02	8668
750.02	8784
750.03	8770
750.03	8804
750.04	9134
750.04	9376
750.05	9509
750.05	9325
750.06	9457
750.06	9451
750.07	9753
750.07	9858
750.08	9827
750.08	9957
750.09	9985
750.09	10359
750.10	10373
750.10	10508
750.11	10461
750.11	10817
750.12	10410
750.12	11265
750.13	10981
750.13	11415
750.13	11295
750.14	11377
750.14	11347
750.15	11833
750.15	12069
750.16	12147
750.16	12573
750.17	12344
750.17	12932
750.18	12918
750.18	12909
750.19	13421
750.19	13784
750.20	13768
750.20	14072
750.21	14371
750.21	15039
750.22	15119
750.22	15231
750.23	16200
750.23	16548
750.24	17315
750.24	17569
750.24	18487
750.25	18892
750.25	19618
750.26	20338
750.26	21001
750.27	22201
750.27	22495
750.28	24286
750.28	25222
750.29	26345
750.29	28114
750.30	29050
750.30	30928
750.31	32763
750.31	34356
750.32	36402
750.32	38023
750.33	40323
750.33	43097
750.34	45560
750.34	47918
750.35	50667
750.35	53722
750.35	57061
750.36	61032
750.36	64501
750.37	68571
750.37	73216
750.38	79093
750.38	84692
750.39	90907
750.39	98870
750.40	107072
750.40	115061
750.41	126137
750.41	136956
750.42	148563
750.42	160753
750.43	174333
750.43	188229
750.44	203393
750.44	218922
750.45	235946
750.45	251696
750.46	268764
750.46	286338
750.46	301319
750.47	318156
750.47	332297
750.48	345275
750.48	359399
750.49	374714
750.49	384327
750.50	394182
750.50	399818
750.51	405320
750.51	407942
750.52	409454
750.52	408773
750.53	406169
750.53	401970
750.54	393972
750.54	384384
750.55	374361
750.55	362193
750.56	349075
750.56	334501
750.57	319359
750.57	303459
750.57	285685
750.58	268413
750.58	252556
750.59	233999
750.59	217784
750.60	202201
750.60	187942
750.61	172716
750.61	158856
750.62	146054
750.62	134380
750.63	124380
750.63	114646
750.64	106048
750.64	97731
750.65	91631
750.65	85058
750.66	79569
750.66	75129
750.67	71199
750.67	66674
750.68	63548
750.68	60486
750.68	57495
750.69	55127
750.69	52495
750.70	49920
750.70	47993
750.71	45576
750.71	44280
750.72	42496
750.72	40132
750.73	39076
750.73	37612
750.74	35840
750.74	34770
750.75	33278
750.75	32728
750.76	31806
750.76	30677
750.77	30045
750.77	28688
750.78	28186
750.78	27526
750.78	26769
750.79	26462
750.79	25442
750.80	25029
750.80	24515
750.81	24227
750.81	23218
750.82	22729
750.82	22226
750.83	21966
750.83	21693
750.84	21488
750.84	21078
750.85	20707
750.85	20144
750.86	20260
750.86	19731
750.87	19530
750.87	19096
750.88	18795
750.88	19147
750.89	18885
750.89	18151
750.89	18703
750.90	18019
750.90	17740
750.91	17555
750.91	17213
750.92	17411
750.92	17202
750.93	16874
750.93	16585
750.94	16057
750.94	16334
750.95	15779
750.95	16080
750.96	15494
750.96	15167
750.97	15027
750.97	14948
750.98	14749
750.98	14416
750.99	14040
750.99	13567
751.00	13575
751.00	13413
751.00	12972
751.01	12778
751.01	12644
751.02	12613
751.02	12046
751.03	11757
751.03	11746
751.04	11541
751.04	11407
751.05	11126
751.05	11044
751.06	10792
751.06	10576
751.07	10951
751.07	10494
751.08	10616
751.08	10116
751.09	10225
751.09	10134
751.10	10075
751.10	9721
751.11	9956
751.11	9912
751.11	9296
751.12	9335
751.12	9216
751.13	9686
751.13	9145
751.14	8883
751.14	8930
751.15	8992
751.15	9203
751.16	8827
751.16	8845
751.17	8337
751.17	8319
751.18	8481
751.18	8369
751.19	8424
751.19	8197
751.20	8425
751.20	7862
751.21	7804
751.21	8043
751.21	7759
751.22	7865
751.22	7557
751.23	7553
751.23	7329
751.24	7518
751.24	7577
751.25	7241
751.25	7165
751.26	7314
751.26	7353
751.27	7333
751.27	6901
751.28	7178
751.28	6924
751.29	7302
751.29	7325
751.30	7081
751.30	6913
751.31	6885
751.31	6948
751.32	7056
751.32	6899
751.32	7048
751.33	7367
751.33	7246
751.34	7451
751.34	7640
751.35	7607
751.35	7850
751.36	7964
751.36	7872
751.37	8457
751.37	8355
751.38	8768
751.38	9316
751.39	9610
751.39	9903
751.40	10606
751.40	10984
751.41	11607
751.41	12095
751.42	11903
751.42	13086
751.43	13242
751.43	14099
751.43	14542
751.44	15163
751.44	15577
751.45	16403
751.45	17473
751.46	18812
751.46	20561
751.47	22694
751.47	24246
751.48	26861
751.48	29126
751.49	32401
751.49	35998
751.50	39866
751.50	44393
751.51	49054
751.51	54983
751.52	60701
751.52	67018
751.53	72690
751.53	78656
751.54	85595
751.54	91888
751.54	97924
751.55	104924
751.55	109710
751.56	115863
751.56	120393
751.57	125351
751.57	128576
751.58	132651
751.58	135052
751.59	136456
751.59	138221
751.60	138705
751.60	137580
751.61	136470
751.61	133477
751.62	130752
751.62	126979
751.63	122325
751.63	117919
751.64	111686
751.64	104747
751.64	98895
751.65	90926
751.65	85386
751.66	78633
751.66	72534
751.67	65778
751.67	59675
751.68	54609
751.68	48849
751.69	43994
751.69	39991
751.70	36164
751.70	32470
751.71	29693
751.71	26975
751.72	24831
751.72	22971
751.73	21049
751.73	20134
751.74	18587
751.74	17792
751.75	16897
751.75	16740
751.75	15920
751.76	15612
751.76	14957
751.77	14378
751.77	14156
751.78	13360
751.78	13244
751.79	12694
751.79	12433
751.80	11707
751.80	11173
751.81	11017
751.81	10964
751.82	10481
751.82	10041
751.83	9803
751.83	9570
751.84	9826
751.84	9126
751.85	9407
751.85	9354
751.85	8899
751.86	9033
751.86	8859
751.87	8847
751.87	8483
751.88	8665
751.88	8636
751.89	8267
751.89	8319
751.90	8262
751.90	7887
751.91	7857
751.91	7927
751.92	7440
751.92	7706
751.93	7680
751.93	7622
751.94	7963
751.94	7819
751.95	7537
751.95	7553
751.96	7615
751.96	7835
751.96	7728
751.97	7407
751.97	7362
751.98	7377
751.98	7006
751.99	7099
751.99	6888
752.00	6919
752.00	6739
752.01	6793
752.01	6922
752.02	6691
752.02	6236
752.03	6661
752.03	6478
752.04	6630
752.04	6577
752.05	6500
752.05	6520
752.06	6114
752.06	6017
752.07	6043
752.07	5837
752.07	5992
752.08	5470
752.08	5519
752.09	5659
752.09	5764
752.10	5864
752.10	5527
752.11	5451
752.11	5426
752.12	5152
752.12	5368
752.13	5679
752.13	5314
752.14	5211
752.14	5385
752.15	5287
752.15	5385
752.16	5243
752.16	5524
752.17	5363
752.17	5365
752.17	5100
752.18	5314
752.18	5162
752.19	5261
752.19	5380
752.20	5400
752.20	5348
752.21	5291
752.21	5072
752.22	5346
752.22	5252
752.23	5351
752.23	5208
752.24	5038
752.24	5261
752.25	5143
752.25	5174
752.26	5126
752.26	5170
752.27	5255
752.27	5369
752.28	4923
752.28	5059
752.28	4698
752.29	4906
752.29	4921
752.30	4806
752.30	4790
752.31	4948
752.31	4868
752.32	4650
752.32	4948
752.33	4909
752.33	4762
752.34	4656
752.34	4935
752.35	4947
752.35	4724
752.36	4793
752.36	4732
752.37	4695
752.37	4733
752.38	4914
752.38	5073
752.38	4730
752.39	4963
752.39	4804
752.40	4799
752.40	5037
752.41	4828
752.41	4602
752.42	4963
752.42	4958
752.43	5114
752.43	4873
752.44	4774
752.44	4692
752.45	4918
752.45	4778
752.46	4736
752.46	4703
752.47	5161
752.47	4676
752.48	4700
752.48	4653
752.49	4899
752.49	4865
752.49	4514
752.50	4824
752.50	4695
752.51	4546
752.51	4500
752.52	4462
752.52	4703
752.53	4578
752.53	4390
752.54	4526
752.54	4436
752.55	4698
752.55	4395
752.56	4260
752.56	4312
752.57	4437
752.57	4098
752.58	4290
752.58	4604
752.59	4299
752.59	4408
752.59	4363
752.60	4356
752.60	4293
752.61	4361
752.61	4397
752.62	4373
752.62	4532
752.63	4383
752.63	4593
752.64	4039
752.64	4458
752.65	4495
752.65	4252
752.66	4076
752.66	4477
752.67	4438
752.67	4409
752.68	4495
752.68	4498
752.69	4348
752.69	4575
752.69	4724
752.70	4180
752.70	4492
752.71	4614
752.71	4788
752.72	4626
752.72	4507
752.73	4425
752.73	4509
752.74	4392
752.74	4653
752.75	4352
752.75	4569
752.76	4367
752.76	4452
752.77	4626
752.77	4363
752.78	4558
752.78	4579
752.79	4483
752.79	4451
752.80	4308
752.80	4513
752.80	4249
752.81	4255
752.81	4331
752.82	4379
752.82	4425
752.83	4249
