  4.7100000e+002	  6.6760000e+003	  1.5096000e+004	  6.0768000e+004	  0.0000000e+000	  5.9460000e+003	  5.7560000e+003	  7.2010000e+003	  0.0000000e+000	  5.6464263e-001	  3.5578132e+003	  1.3665748e+003	  1.3665748e+003	  0.0000000e+000	
  4.7101000e+002	  7.4240000e+003	  1.5400000e+004	  6.0168000e+004	  0.0000000e+000	  6.1570000e+003	  5.8220000e+003	  7.7920000e+003	  0.0000000e+000	  5.6451390e-001	  3.7203348e+003	  8.0086095e+002	  8.0086095e+002	  0.0000000e+000	
  4.7102000e+002	  6.5900000e+003	  1.5227000e+004	  6.0390000e+004	  0.0000000e+000	  5.4740000e+003	  5.9740000e+003	  7.4800000e+003	  0.0000000e+000	  5.6438523e-001	  3.5608945e+003	  1.2845750e+003	  1.2845750e+003	  1.2728168e+003	
  4.7102000e+002	  7.2970000e+003	  1.5357000e+004	  6.0390000e+004	  0.0000000e+000	  6.0940000e+003	  5.7080000e+003	  7.2530000e+003	  0.0000000e+000	  5.6438523e-001	  3.5847869e+003	  1.3468898e+003	  1.3468898e+003	  1.2851282e+003	
  4.7103000e+002	  7.5100000e+003	  1.4981000e+004	  6.0186000e+004	  0.0000000e+000	  5.6370000e+003	  5.5150000e+003	  7.5190000e+003	  0.0000000e+000	  5.6425661e-001	  3.5117450e+003	  1.5651835e+003	  1.5651835e+003	  1.4470836e+003	
  4.7103000e+002	  6.9460000e+003	  1.5148000e+004	  5.9930000e+004	  0.0000000e+000	  5.4080000e+003	  5.8660000e+003	  7.4160000e+003	  0.0000000e+000	  5.6425661e-001	  3.5153187e+003	  1.4281320e+003	  1.4281320e+003	  1.4989592e+003	
  4.7104000e+002	  7.3980000e+003	  1.5468000e+004	  6.0421000e+004	  0.0000000e+000	  6.0640000e+003	  5.3430000e+003	  7.3560000e+003	  0.0000000e+000	  5.6412803e-001	  3.5282448e+003	  1.6106377e+003	  1.6106377e+003	  1.4488953e+003	
  4.7104000e+002	  7.0740000e+003	  1.4749000e+004	  5.9158000e+004	  0.0000000e+000	  6.0790000e+003	  4.7440000e+003	  7.4500000e+003	  0.0000000e+000	  5.6412803e-001	  3.4361038e+003	  1.5439530e+003	  1.5439530e+003	  1.3371174e+003	
  4.7105000e+002	  6.8450000e+003	  1.4809000e+004	  6.0382000e+004	  0.0000000e+000	  5.9230000e+003	  5.9430000e+003	  7.2690000e+003	  0.0000000e+000	  5.6399951e-001	  3.5973769e+003	  1.0965702e+003	  1.0965702e+003	  1.2512054e+003	
  4.7105000e+002	  6.1470000e+003	  1.4223000e+004	  6.0011000e+004	  0.0000000e+000	  6.1440000e+003	  5.2090000e+003	  7.4870000e+003	  0.0000000e+000	  5.6399951e-001	  3.5419169e+003	  1.0062941e+003	  1.0062941e+003	  1.3739643e+003	
  4.7106000e+002	  6.8220000e+003	  1.5088000e+004	  5.9367000e+004	  0.0000000e+000	  6.1970000e+003	  5.1640000e+003	  7.7140000e+003	  0.0000000e+000	  5.6387103e-001	  3.5852800e+003	  9.9857224e+002	  9.9857224e+002	  1.1988014e+003	
  4.7106000e+002	  6.5580000e+003	  1.5537000e+004	  6.0053000e+004	  0.0000000e+000	  5.5070000e+003	  5.0020000e+003	  7.1470000e+003	  0.0000000e+000	  5.6387103e-001	  3.3185690e+003	  2.2244320e+003	  2.2244320e+003	  1.1473723e+003	
  4.7107000e+002	  7.0370000e+003	  1.4181000e+004	  6.0062000e+004	  0.0000000e+000	  6.4430000e+003	  5.3490000e+003	  7.7250000e+003	  0.0000000e+000	  5.6374261e-001	  3.6675215e+003	  6.6813828e+002	  6.6813828e+002	  1.2068353e+003	
