471.00	60768
471.01	60168
471.02	60390
471.02	60390
471.03	60186
471.03	59930
471.04	60421
471.04	59158
471.05	60382
471.05	60011
471.06	59367
471.06	60053
471.07	60062
471.07	59762
471.08	59880
471.08	59432
471.09	60019
471.09	58827
471.10	59479
471.10	59519
471.11	59188
471.11	58904
471.12	58439
471.13	58331
471.13	58576
471.14	59051
471.14	59325
471.15	58378
471.15	58503
471.16	58566
471.16	58805
471.17	58292
471.17	58991
471.18	58441
471.18	58533
471.19	59300
471.19	58162
471.20	59425
471.20	58216
471.21	58580
471.21	58979
471.22	58111
471.22	58811
471.23	58182
471.24	58960
471.24	58651
471.25	58532
471.25	57917
471.26	59202
471.26	58961
471.27	59062
471.27	58597
471.28	58346
471.28	58093
471.29	59116
471.29	58249
471.30	58895
471.30	58247
471.31	59068
471.31	59396
471.32	58483
471.32	56932
471.33	57701
471.33	57331
471.34	58446
471.35	58226
471.35	59420
471.36	60887
471.36	59322
471.37	58184
471.37	58256
471.38	58512
471.38	58037
471.39	57516
471.39	58093
471.40	57629
471.40	58267
471.41	58951
471.41	58942
471.42	57553
471.42	58214
471.43	59637
471.43	58772
471.44	58370
471.44	57631
471.45	58479
471.46	58938
471.46	58570
471.47	57660
471.47	58360
471.48	58436
471.48	58388
471.49	58195
471.49	59304
471.50	58778
471.50	58343
471.51	58872
471.51	59283
471.52	59101
471.52	58577
471.53	58828
471.53	58270
471.54	58514
471.54	58164
471.55	57747
471.55	57706
471.56	58955
471.57	58529
471.57	58254
471.58	58198
471.58	58430
471.59	58554
471.59	58384
471.60	58178
471.60	58580
471.61	58406
471.61	58178
471.62	59119
471.62	58968
471.63	59332
471.63	58118
471.64	58620
471.64	58943
471.65	59065
471.65	58627
471.66	58289
471.66	58687
471.67	58013
471.68	58477
471.68	58716
471.69	58921
471.69	57814
471.70	57727
471.70	58665
471.71	58760
471.71	59071
471.72	57811
471.72	58308
471.73	58479
471.73	59265
471.74	57820
471.74	59319
471.75	58670
471.75	58792
471.76	57737
471.76	58816
471.77	58682
471.77	58662
471.78	58687
471.79	58677
471.79	58195
471.80	58002
471.80	58581
471.81	58310
471.81	58450
471.82	58963
471.82	57394
471.83	58393
471.83	58720
471.84	59220
471.84	58812
471.85	58067
471.85	59280
471.86	58935
471.86	58684
471.87	59876
471.87	59208
471.88	59008
471.88	58104
471.89	58087
471.90	58494
471.90	58978
471.91	58089
471.91	58503
471.92	58497
471.92	58282
471.93	58653
471.93	58577
471.94	57674
471.94	57977
471.95	58266
471.95	57816
471.96	57866
471.96	59390
471.97	58834
471.97	58614
471.98	57893
471.98	57740
471.99	59335
471.99	58291
472.00	59090
472.01	59091
472.01	58511
472.02	58416
472.02	57610
472.03	58235
472.03	58262
472.04	57969
472.04	57492
472.05	58365
472.05	57617
472.06	59393
472.06	58006
472.07	57525
472.07	58678
472.08	58314
472.08	57813
472.09	57454
472.09	58538
472.10	58987
472.10	57960
472.11	59471
472.12	58523
472.12	57519
472.13	58548
472.13	59429
472.14	59902
472.14	59325
472.15	58817
472.15	58910
472.16	59074
472.16	59265
472.17	58626
472.17	59484
472.18	59836
472.18	59390
472.19	58783
472.19	59986
472.20	59381
472.20	59241
472.21	59240
472.21	59524
472.22	59707
472.23	58934
472.23	60239
472.24	58897
472.24	59245
472.25	59056
472.25	59494
472.26	59757
472.26	59041
472.27	59558
472.27	59634
472.28	59306
472.28	59356
472.29	58884
472.29	58287
472.30	59079
472.30	59027
472.31	59066
472.31	58575
472.32	59857
472.32	59199
472.33	58428
472.34	58968
472.34	58561
472.35	58456
472.35	58515
472.36	59513
472.36	59373
472.37	57812
472.37	58500
472.38	58865
472.38	59098
472.39	58625
472.39	58714
472.40	58114
472.40	58572
472.41	58804
472.41	58850
472.42	58889
472.42	59009
472.43	57619
472.43	57851
472.44	57702
472.45	58938
472.45	58118
472.46	58937
472.46	58230
472.47	58452
472.47	57970
472.48	57956
472.48	58367
472.49	58801
472.49	58173
472.50	58035
472.50	58835
472.51	57874
472.51	58415
472.52	58248
472.52	57508
472.53	58447
472.53	58069
472.54	58294
472.54	57225
472.55	58034
472.56	58405
472.56	58320
472.57	57973
472.57	56990
472.58	58234
472.58	58425
472.59	58416
472.59	57824
472.60	58011
472.60	57652
472.61	57948
472.61	57908
472.62	57633
472.62	58691
472.63	56981
472.63	57372
472.64	58225
472.64	57404
472.65	58016
472.65	59153
472.66	58541
472.67	58352
472.67	58715
472.68	58990
472.68	59855
472.69	59288
472.69	60578
472.70	59370
472.70	60675
472.71	59892
472.71	60759
472.72	61101
472.72	61432
472.73	61664
472.73	60953
472.74	61792
472.74	60922
472.75	61714
472.75	62339
472.76	61545
472.76	63502
472.77	62360
472.77	62473
472.78	62900
472.79	61155
472.79	62584
472.80	62087
472.80	62190
472.81	62772
472.81	62292
472.82	62454
472.82	61722
472.83	61094
472.83	61053
472.84	62284
472.84	61269
472.85	60614
472.85	61348
472.86	59673
472.86	58463
472.87	59574
472.87	59631
472.88	59537
472.88	58889
472.89	58904
472.90	59171
472.90	58167
472.91	58103
472.91	58043
472.92	57840
472.92	59197
472.93	58894
472.93	57700
472.94	57777
472.94	57266
472.95	58402
472.95	57459
472.96	58046
472.96	56997
472.97	57835
472.97	58921
472.98	58229
472.98	57899
472.99	57690
472.99	57500
473.00	57937
473.01	58247
473.01	58541
473.02	57554
473.02	57415
473.03	57202
473.03	57681
473.04	57958
473.04	58137
473.05	57351
473.05	57291
473.06	57535
473.06	58491
473.07	58120
473.07	56971
473.08	57781
473.08	57897
473.09	58261
473.09	57522
473.10	57468
473.10	57218
473.11	57563
473.12	57733
473.12	58075
473.13	57031
473.13	57724
473.14	58093
473.14	58204
473.15	57590
473.15	58347
473.16	57352
473.16	58441
473.17	57200
473.17	57821
473.18	58262
473.18	58063
473.19	57098
473.19	58163
473.20	57707
473.20	58501
473.21	57600
473.21	57862
473.22	58388
473.23	57900
473.23	58281
473.24	58840
473.24	58821
473.25	58811
473.25	57678
473.26	58588
473.26	58681
473.27	58005
473.27	58824
473.28	58325
473.28	58083
473.29	59072
473.29	59038
473.30	58819
473.30	57821
473.31	58414
473.31	57780
473.32	58607
473.32	58683
473.33	58439
473.33	57636
473.34	58309
473.35	58535
473.35	58886
473.36	57689
473.36	58641
473.37	58492
473.37	58468
473.38	58110
473.38	57872
473.39	57860
473.39	57737
473.40	58397
473.40	57820
473.41	58610
473.41	58342
473.42	57806
473.42	57460
473.43	57393
473.43	57095
473.44	57202
473.44	57209
473.45	57606
473.46	56575
473.46	56996
473.47	57566
473.47	57352
473.48	58025
473.48	58244
473.49	57409
473.49	57580
473.50	57732
473.50	58209
473.51	57496
473.51	57426
473.52	57853
473.52	57897
473.53	57365
473.53	57445
473.54	58739
473.54	57159
473.55	57917
473.55	57595
473.56	58116
473.57	57990
473.57	58511
473.58	59241
473.58	57336
473.59	58634
473.59	58273
473.60	58374
473.60	59132
473.61	58504
473.61	59310
473.62	58369
473.62	59152
473.63	58954
473.63	58944
473.64	58598
473.64	59146
473.65	60149
473.65	59899
473.66	59415
473.66	60130
473.67	59158
473.68	59256
473.68	59627
473.69	59837
473.69	59216
473.70	59577
473.70	58848
473.71	60235
473.71	56785
473.72	59630
473.72	58972
473.73	58491
473.73	59524
473.74	58622
473.74	59305
473.75	58145
473.75	57789
473.76	58521
473.76	58955
473.77	57988
473.77	57889
473.78	57500
473.78	57379
473.79	57914
473.80	58244
473.80	57469
473.81	57174
473.81	57825
473.82	57336
473.82	56750
473.83	57132
473.83	57444
473.84	57963
473.84	56861
473.85	56952
473.85	57607
473.86	57246
473.86	57248
473.87	55999
473.87	56859
473.88	56403
473.88	56375
473.89	57790
473.89	56876
473.90	57461
473.91	57115
473.91	57370
473.92	57124
473.92	57539
473.93	57264
473.93	57519
473.94	57107
473.94	56208
473.95	57705
473.95	56377
473.96	56663
473.96	56609
473.97	56860
473.97	56984
473.98	57337
473.98	57145
473.99	57068
473.99	56859
474.00	56490
474.00	57662
474.01	57004
474.02	56799
474.02	57361
474.03	57058
474.03	56764
474.04	57432
474.04	56650
474.05	57452
474.05	56799
474.06	57034
474.06	56875
474.07	56508
474.07	57223
474.08	56602
474.08	57251
474.09	56594
474.09	56925
474.10	55153
474.10	56938
474.11	56134
474.11	57034
474.12	55640
474.12	58119
474.13	56614
474.14	56693
474.14	57497
474.15	56437
474.15	56748
474.16	56357
474.16	56491
474.17	57000
474.17	56989
474.18	57243
474.18	57575
474.19	57279
474.19	56784
474.20	56755
474.20	57140
474.21	56118
474.21	57152
474.22	56836
474.22	56893
474.23	55987
474.23	57596
474.24	56117
474.25	56893
474.25	56026
474.26	57082
474.26	56393
474.27	57465
474.27	56845
474.28	56998
474.28	55761
474.29	57158
474.29	56437
474.30	57335
474.30	56781
474.31	57046
474.31	56400
474.32	56904
474.32	56546
474.33	56195
474.33	55768
474.34	56828
474.34	56149
474.35	56660
474.36	55769
474.36	56780
474.37	57086
474.37	57100
474.38	56937
474.38	55848
474.39	56758
474.39	56888
474.40	57329
474.40	56367
474.41	56352
474.41	56398
474.42	56791
474.42	57267
474.43	56949
474.43	56882
474.44	56583
474.44	56867
474.45	56554
474.45	56383
474.46	57186
474.46	56440
474.47	57229
474.48	56329
474.48	56562
474.49	56806
474.49	56667
474.50	56110
474.50	56796
474.51	56514
474.51	55860
474.52	56432
474.52	56918
474.53	56569
474.53	56885
474.54	57400
474.54	55643
474.55	56828
474.55	56445
474.56	56826
474.56	56680
474.57	55964
474.57	56294
474.58	57398
474.59	57301
474.59	57201
474.60	56268
474.60	57332
474.61	57510
474.61	56894
474.62	55954
474.62	56133
474.63	55250
474.63	56324
474.64	56515
474.64	56298
474.65	56362
474.65	57055
474.66	56829
474.66	56171
474.67	56793
474.67	55988
474.68	55702
474.68	56416
474.69	56788
474.70	55809
474.70	55900
474.71	56815
474.71	56909
474.72	56825
474.72	56504
474.73	56163
474.73	56859
474.74	57562
474.74	58183
474.75	57119
474.75	57315
474.76	56977
474.76	56441
474.77	56052
474.77	56571
474.78	56027
474.78	57165
474.79	56170
474.79	58182
474.80	55840
474.80	56254
474.81	57065
474.82	56536
474.82	55948
474.83	56486
474.83	57778
474.84	56827
474.84	56731
474.85	56553
474.85	56387
474.86	56924
474.86	57450
474.87	55510
474.87	56570
474.88	56505
474.88	57266
474.89	57142
474.89	56562
474.90	57366
474.90	56233
474.91	57069
474.91	55849
474.92	56525
474.93	57049
474.93	57047
474.94	57941
474.94	56514
474.95	57207
474.95	56507
474.96	56916
474.96	56205
474.97	57882
474.97	56827
474.98	55644
474.98	57137
474.99	55505
474.99	56574
475.00	56616
475.00	56456
